"upm","viv_sel","hogar","n_ren","llave_mig","llave_per","llave_hog","llave_viv","ent","tam_loc","p4_4","p4_5","p4_5c","p4_6","p4_7","p4_7c","p4_8","p4_9","p4_9c","p4_10_1","p4_10_2","p4_11","p4_11c","p4_12","p4_12c","p4_13","p4_14","p4_14c","p4_15","p4_15c","p4_16","p4_16c","p4_17","p4_17c","p4_18_1","p4_18_2","p4_19","p4_19c","p4_20_1","p4_20_2","fac_hog","t_loc_ur","t_loc_ag1","p4_8_ag1","p4_8_ag2","doc_mig","cond_resid","tpo_mig","tpo_mig_ag","estrato","est_dis","upm_dis"
"2061568","10","1","01","206156810101","","2061568101","206156810","20","4","1","1","020","1","3","301","025","1","020","05","2023","1","221","3","06","2","1","01","1","221","3","06","","","","","","","","",372,"2","2","6","2","1","2","","","1","389","09490"
"2061568","10","1","02","206156810102","","2061568101","206156810","20","4","1","1","020","1","3","301","023","1","020","05","2023","1","221","3","06","2","1","01","1","221","3","06","","","","","","","","",372,"2","2","5","2","1","2","","","1","389","09490"
"2061568","10","1","03","206156810103","","2061568101","206156810","20","4","1","1","020","1","3","301","020","1","020","05","2023","1","221","3","06","2","1","01","1","221","3","06","","","","","","","","",372,"2","2","5","2","1","2","","","1","389","09490"
"2061568","14","1","01","206156814101","","2061568141","206156814","20","4","1","1","020","1","8","401","035","1","020","04","2022","1","221","1","01","2","2","02","1","221","1","01","","","","","","","","",372,"2","2","8","3","1","2","","","1","389","09490"
"2061568","14","1","02","206156814102","","2061568141","206156814","20","4","1","1","020","2","8","401","036","1","020","04","2023","1","221","1","01","2","1","01","1","221","1","01","","","","","","","","",372,"2","2","8","3","1","2","","","1","389","09490"
"2061568","18","1","01","206156818101","","2061568181","206156818","20","4","1","1","020","1","5","418","027","1","020","04","2023","1","221","1","01","2","2","02","1","221","1","01","","","","","","","","",372,"2","2","6","2","1","2","","","1","389","09490"
"2061653","17","1","01","206165317101","206165317101","2061653171","206165317","20","4","1","2","030","1","1","101","035","1","020","08","2018","1","221","1","01","2","2","02","2","260","","","1","001","12","2018","3","03","1","01",402,"2","2","8","3","1","1","04","1","1","389","09492"
"2061683","01","1","01","206168301101","","2061683011","206168301","20","4","1","1","020","1","2","201","026","1","020","08","2021","1","221","2","02","6","1","01","1","221","2","02","","","","","","","","",543,"2","2","6","2","1","2","","","1","389","09493"
"2061683","03","1","01","206168303101","","2061683031","206168303","20","4","1","1","020","1","2","201","049","1","020","09","2022","1","221","5","05","6","1","01","1","221","5","05","","","","","","","","",543,"2","2","10","3","1","2","","","1","389","09493"
"2061683","13","1","01","206168313101","","2061683131","206168313","20","4","1","1","020","1","5","418","027","1","020","01","2023","1","221","5","05","7","1","01","1","221","5","05","","","","","","","","",543,"2","2","6","2","2","2","","","1","389","09493"
"2061683","17","1","01","206168317101","","2061683171","206168317","20","4","1","1","020","1","3","301","022","1","020","12","2021","1","221","5","05","7","1","01","1","221","5","05","","","","","","","","",543,"2","2","5","2","2","2","","","1","389","09493"
"2061758","02","1","01","206175802101","","2061758021","206175802","20","4","1","1","020","1","3","301","028","1","020","06","2020","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",435,"2","2","6","2","2","2","","","1","389","09495"
"2061758","15","1","01","206175815101","","2061758151","206175815","20","4","1","1","020","2","3","301","022","1","020","12","2022","1","221","3","06","7","1","01","1","221","3","06","","","","","","","","",435,"2","2","5","2","2","2","","","1","389","09495"
"2061850","02","1","01","206185002101","","2061850021","206185002","20","4","1","1","020","1","2","201","026","1","020","07","2023","1","221","1","01","7","1","01","1","221","7","07","","","","","","","","",404,"2","2","6","2","2","2","","","1","389","09496"
"2061868","04","1","01","206186804101","","2061868041","206186804","20","4","1","1","020","1","3","301","022","1","020","08","2018","1","221","7","46","6","1","01","1","221","7","46","","","","","","","","",398,"2","2","5","2","1","2","","","1","389","09497"
"2061868","04","1","02","206186804102","","2061868041","206186804","20","4","1","1","020","2","5","418","023","1","020","05","2019","1","221","7","46","6","1","01","1","221","7","46","","","","","","","","",398,"2","2","5","2","1","2","","","1","389","09497"
"2061868","05","1","01","206186805101","","2061868051","206186805","20","4","1","3","221","2","4","408","017","1","020","07","2022","1","221","7","11","1","9","09","1","221","1","01","","","","","","","","",398,"2","2","4","1","1","2","","","1","389","09497"
"2061868","05","1","02","206186805102","","2061868051","206186805","20","4","1","3","221","1","4","408","016","1","020","07","2022","1","221","1","01","1","1","01","1","221","1","01","","","","","","","","",398,"2","2","4","1","1","2","","","1","389","09497"
"2061868","05","1","03","206186805103","","2061868051","206186805","20","4","1","3","221","1","4","408","014","1","020","07","2022","1","221","1","01","1","1","01","1","221","1","01","","","","","","","","",398,"2","2","3","1","1","2","","","1","389","09497"
"2061868","05","1","04","206186805104","","2061868051","206186805","20","4","1","1","020","2","3","301","035","1","020","04","2023","1","221","1","01","6","3","03","1","221","1","01","","","","","","","","",398,"2","2","8","3","1","2","","","1","389","09497"
"2061868","12","1","01","206186812101","","2061868121","206186812","20","4","1","1","020","2","3","301","023","1","020","01","2023","1","221","7","46","7","1","01","1","221","7","46","","","","","","","","",398,"2","2","5","2","2","2","","","1","389","09497"
"2061868","12","1","02","206186812102","","2061868121","206186812","20","4","1","1","020","1","2","201","044","1","020","11","2021","1","221","7","46","7","1","01","1","221","7","46","","","","","","","","",398,"2","2","9","3","2","2","","","1","389","09497"
"2061868","15","1","01","206186815101","","2061868151","206186815","20","4","1","1","020","1","2","201","036","1","020","03","2021","1","221","7","11","7","1","01","1","221","7","11","","","","","","","","",398,"2","2","8","3","2","2","","","1","389","09497"
"2061868","19","1","01","206186819101","","2061868191","206186819","20","4","1","1","020","1","3","301","024","1","020","01","2021","1","221","7","23","7","1","01","1","221","7","23","","","","","","","","",398,"2","2","5","2","2","2","","","1","389","09497"
"2061868","19","1","02","206186819102","","2061868191","206186819","20","4","1","1","020","1","3","301","019","1","020","06","2021","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",398,"2","2","4","2","2","2","","","1","389","09497"
"2061868","21","1","01","206186821101","206186821101","2061868211","206186821","20","4","1","1","020","1","2","201","043","1","020","03","2021","1","221","7","46","3","9","11","2","260","","","7","046","12","2021","3","03","1","01",398,"2","2","9","3","1","1","09","1","1","389","09497"
"2061876","04","1","01","206187604101","","2061876041","206187604","20","4","1","1","020","1","1","101","076","1","020","08","2023","1","221","7","40","3","3","03","1","221","7","40","","","","","","","","",366,"2","2","16","4","1","2","","","1","389","09498"
"2061876","04","1","02","206187604102","","2061876041","206187604","20","4","1","1","020","2","2","201","076","1","020","08","2023","1","221","7","40","3","3","03","1","221","7","40","","","","","","","","",366,"2","2","16","4","1","2","","","1","389","09498"
"2061876","08","1","01","206187608101","","2061876081","206187608","20","4","1","1","020","1","3","301","027","1","020","10","2021","1","221","7","40","1","4","04","1","221","7","40","","","","","","","","",366,"2","2","6","2","1","2","","","1","389","09498"
"2061876","10","1","01","206187610101","","2061876101","206187610","20","4","1","3","221","1","3","301","023","1","020","08","2023","1","221","1","01","5","1","01","1","221","1","01","","","","","","","","",366,"2","2","5","2","1","2","","","1","389","09498"
"2061876","10","1","02","206187610102","","2061876101","206187610","20","4","1","3","221","1","3","301","018","1","020","08","2023","1","221","1","01","5","1","01","1","221","1","01","","","","","","","","",366,"2","2","4","2","1","2","","","1","389","09498"
"2061910","10","1","01","206191010101","","2061910101","206191010","20","4","1","1","020","1","3","301","029","1","020","08","2018","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",377,"2","2","6","2","2","2","","","1","389","09500"
"2061936","04","1","01","206193604101","","2061936041","206193604","20","4","1","1","020","1","3","301","022","1","020","07","2023","1","221","7","48","2","2","02","1","221","7","48","","","","","","","","",371,"2","2","5","2","1","2","","","1","389","09501"
"2061936","05","1","01","206193605101","","2061936051","206193605","20","4","1","1","020","1","3","301","022","1","020","03","2023","1","221","1","01","2","2","02","1","221","1","01","","","","","","","","",371,"2","2","5","2","1","2","","","1","389","09501"
"2061936","08","1","01","206193608101","","2061936081","206193608","20","4","1","1","020","1","1","101","039","1","020","08","2023","1","221","7","40","2","2","02","1","221","7","40","","","","","","","","",371,"2","2","8","3","1","2","","","1","389","09501"
"2061936","16","1","01","206193616101","","2061936161","206193616","20","4","1","1","020","1","1","101","034","1","020","04","2023","1","221","7","40","2","2","02","1","221","7","40","","","","","","","","",371,"2","2","7","3","1","2","","","1","389","09501"
"2061936","17","1","01","206193617101","","2061936171","206193617","20","4","1","1","020","1","2","201","055","1","020","08","2023","1","221","7","40","2","2","02","1","221","7","40","","","","","","","","",371,"2","2","12","3","1","2","","","1","389","09501"
"2061936","17","1","02","206193617102","","2061936171","206193617","20","4","1","1","020","1","3","301","021","1","020","08","2023","1","221","7","40","2","2","02","1","221","7","40","","","","","","","","",371,"2","2","5","2","1","2","","","1","389","09501"
"2061936","19","1","01","206193619101","","2061936191","206193619","20","4","1","1","020","1","1","101","044","1","020","08","2023","1","221","7","40","2","2","02","1","221","7","40","","","","","","","","",371,"2","2","9","3","1","2","","","1","389","09501"
"2061936","20","1","01","206193620101","","2061936201","206193620","20","4","1","1","020","1","1","101","039","1","020","07","2023","1","221","6","03","1","9","09","1","221","6","03","","","","","","","","",371,"2","2","8","3","1","2","","","1","389","09501"
"2061949","02","1","01","206194902101","","2061949021","206194902","20","4","1","1","020","1","2","201","027","1","020","07","2022","1","221","2","02","7","1","01","1","221","2","02","","","","","","","","",441,"2","2","6","2","2","2","","","1","389","09502"
"2061949","04","1","01","206194904101","","2061949041","206194904","20","4","1","1","020","1","2","201","041","1","020","04","2022","1","221","7","99","7","1","01","3","998","","","","","","","","","","",441,"2","2","9","3","2","2","","","1","389","09502"
"2061949","07","1","01","206194907101","","2061949071","206194907","20","4","1","1","020","1","3","301","022","1","020","06","2022","1","221","1","01","7","1","01","1","221","1","01","","","","","","","","",441,"2","2","5","2","2","2","","","1","389","09502"
"2061949","12","1","01","206194912101","","2061949121","206194912","20","4","1","3","221","1","3","301","021","1","020","11","2022","1","221","7","07","5","2","02","1","221","7","07","","","","","","","","",441,"2","2","5","2","1","2","","","1","389","09502"
"2061949","21","1","01","206194921101","","2061949211","206194921","20","4","1","1","020","1","2","201","042","1","020","05","2021","1","221","7","36","7","1","01","1","221","7","36","","","","","","","","",441,"2","2","9","3","2","2","","","1","389","09502"
"2061949","21","1","02","206194921102","","2061949211","206194921","20","4","1","1","020","1","3","301","016","1","020","05","2023","1","221","7","36","7","1","01","1","221","7","36","","","","","","","","",441,"2","2","4","1","2","2","","","1","389","09502"
"2061949","21","1","03","206194921103","","2061949211","206194921","20","4","1","1","020","2","3","301","019","1","020","03","2022","1","221","7","36","7","1","01","1","221","7","36","","","","","","","","",441,"2","2","4","2","2","2","","","1","389","09502"
"2062088","08","1","01","206208808101","","2062088081","206208808","20","4","1","1","020","1","2","201","058","1","020","03","2023","1","221","7","48","5","1","01","1","221","7","48","","","","","","","","",410,"2","2","12","3","1","2","","","1","389","09504"
